Brand,PromoBin,Volume,Weeks,CentroidPct,Volume%,Vol/Week
heinz_allvariant,heinz_allvariant_xl_Promo1,148654.05,141,0.7536170212765957,55.3,1054.3
heinz_allvariant,heinz_allvariant_xl_Promo2,120125.55,52,21.89,44.7,2310.1
pl std_allvariant,pl std_allvariant_xl_Promo1,258.48,51,0.0603921568627451,99.7,5.1
pl std_allvariant,pl std_allvariant_xl_Promo2,0.72,1,21.43,0.3,0.7
