Brand,PromoBin,Volume,Weeks,CentroidPct,Volume%,Vol/Week
heinz_allvariant,heinz_allvariant_large_Promo1,859185.46,92,0.2034782608695652,31.4,9339.0
heinz_allvariant,heinz_allvariant_large_Promo2,1879447.245,101,13.75,68.6,18608.4
