Brand,PromoBin,Volume,Weeks,CentroidPct,Volume%,Vol/Week
cat1_allvariant,cat1_allvariant_allppg_Promo1,5876541.64,151,1.1927814569536423,79.2,38917.5
cat1_allvariant,cat1_allvariant_allppg_Promo2,1540199.43,42,7.08,20.8,36671.4
