"Market","Channel","Region","Category","SubCategory","Brand","Variant","PackType","PPG","PackSize","Year","Month","Week","Date","BrCatId","SalesValue","Volume","VolumeUnits","D1","D2","D3","D4","D5","D6","AV1","AV2","AV3","AV4","AV5","AV6","EV1","EV2","EV3","EV4","EV5","EV6","PrepDate","ProjCode"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,5,20,"2021-05-15","Brand",1193.91,258.57,1014,17.0576909310124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,5,21,"2021-05-22","Brand",1095.7,234.09,918,17.300534657433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,5,22,"2021-05-29","Brand",1111.43,217.77,854,17.7051405323657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,6,23,"2021-06-05","Brand",1259.51,235.62,924,18.4647935372266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,6,24,"2021-06-12","Brand",1106.03,210.12,824,18.053148049829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,6,25,"2021-06-19","Brand",1051,208.08,816,18.2550645642042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,6,26,"2021-06-26","Brand",845.7,173.4,680,14.6472267524147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,7,27,"2021-07-03","Brand",760.65,154.275,605,15.503200814251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,7,28,"2021-07-10","Brand",627.75,129.795,509,11.2358641431348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,7,29,"2021-07-17","Brand",532.85,104.295,409,10.5887148021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,7,30,"2021-07-24","Brand",395.65,75.225,295,8.31928761008625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,7,31,"2021-07-31","Brand",291.88,57.12,224,5.75373078039615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,8,32,"2021-08-07","Brand",232.91,46.155,181,4.56881992091849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,8,33,"2021-08-14","Brand",174.93,35.445,139,4.14405082860926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,8,34,"2021-08-21","Brand",505.12,100.47,394,11.153961526479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,8,35,"2021-08-28","Brand",924.47,182.58,716,16.5874518116032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,9,36,"2021-09-04","Brand",879.9,174.16,683,18.135255215286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,9,37,"2021-09-11","Brand",850.89,167.79,658,18.6150676362961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,9,38,"2021-09-18","Brand",860.4,169.32,664,19.1949386568057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,9,39,"2021-09-25","Brand",977.36,191.76,752,20.5423007790683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,10,40,"2021-10-02","Brand",862.6,169.32,664,19.2367650179296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,10,41,"2021-10-09","Brand",892.75,175.44,688,20.1713316178942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,10,42,"2021-10-16","Brand",893.55,175.44,688,19.9566983603895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,10,43,"2021-10-23","Brand",746.29,146.88,576,17.9083720933486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,10,44,"2021-10-30","Brand",660,129.795,509,16.0606874434677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,11,45,"2021-11-06","Brand",574.87,113.73,446,14.3410072553395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,11,46,"2021-11-13","Brand",486.7,95.37,374,11.5913974295018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,11,47,"2021-11-20","Brand",421.4,76.245,299,9.53398163981432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,11,48,"2021-11-27","Brand",268.7,45.645,179,5.9624053624277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,12,49,"2021-12-04","Brand",190.9,32.385,127,4.64686160819368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,12,50,"2021-12-11","Brand",134.9,22.95,90,3.476374660379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,12,51,"2021-12-18","Brand",122,20.655,81,2.43200786080382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2021,12,52,"2021-12-25","Brand",79.5,13.515,53,1.82149964267719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,1,1,"2022-01-01","Brand",54.48,9.435,37,1.43100827792906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,1,2,"2022-01-08","Brand",53.36,9.435,37,1.10533407806784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,1,3,"2022-01-15","Brand",54.7,9.18,36,1.13081202651515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,1,4,"2022-01-22","Brand",34.6,5.865,23,0.987851537963988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,1,5,"2022-01-29","Brand",471.2,80.07,314,8.54208951323932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,2,6,"2022-02-05","Brand",1071.24,182.07,714,17.2741246158195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,2,7,"2022-02-12","Brand",1101.61,187.17,734,18.2152332990709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,2,8,"2022-02-19","Brand",1105.71,188.445,739,19.065322956297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,2,9,"2022-02-26","Brand",1025.9,174.165,683,18.8732864609325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,3,10,"2022-03-05","Brand",1183,200.94,788,19.8501655334069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,3,11,"2022-03-12","Brand",1196.8,203.235,797,19.7260203228324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,3,12,"2022-03-19","Brand",1021.9,173.655,681,19.2392715217735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,3,13,"2022-03-26","Brand",1017.9,172.89,678,19.1966410611239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,4,14,"2022-04-02","Brand",1048.94,178.245,699,20.0879938567463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,4,15,"2022-04-09","Brand",1114.1,189.21,742,19.4840321410937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,4,16,"2022-04-16","Brand",1112.1,188.955,741,19.812991921768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,4,17,"2022-04-23","Brand",1052,178.755,701,19.388657989103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,4,18,"2022-04-30","Brand",1106.3,187.935,737,19.6548599039454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,5,19,"2022-05-07","Brand",1067.6,181.305,711,19.9740616008518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,5,20,"2022-05-14","Brand",1095.5,186.15,730,19.3144777110264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,5,21,"2022-05-21","Brand",1057.9,180.54,708,19.6822597392189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,5,22,"2022-05-28","Brand",1069.95,183.6,720,19.3134384505627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,6,23,"2022-06-04","Brand",1201.12,205.785,807,21.699476924598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,6,24,"2022-06-11","Brand",1090.4,172.125,675,19.6246528632193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,6,25,"2022-06-18","Brand",1006.95,151.725,595,17.9727865438511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,6,26,"2022-06-25","Brand",1015.43,153.51,602,18.4772450314111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,7,27,"2022-07-02","Brand",1036.6,155.295,609,18.9017843240944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,7,28,"2022-07-09","Brand",1013.7,151.98,596,19.0501271439843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,7,29,"2022-07-16","Brand",1057.4,157.335,617,19.2624886003791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,7,30,"2022-07-23","Brand",1077.7,159.885,627,18.8708174555845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,7,31,"2022-07-30","Brand",1068.15,158.61,622,18.8680671674707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,8,32,"2022-08-06","Brand",1040.65,154.53,606,18.3679504284755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,8,33,"2022-08-13","Brand",1113.5,166.005,651,18.8667079354061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,8,34,"2022-08-20","Brand",951.85,141.525,555,18.0186451968015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,8,35,"2022-08-27","Brand",1033.9,153.51,602,18.0896769420751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,9,36,"2022-09-03","Brand",1072.35,160.14,628,19.5757720523392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,9,37,"2022-09-10","Brand",934.67,142.035,557,17.2948842090587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,9,38,"2022-09-17","Brand",1053.5,158.865,623,18.1801340453209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,9,39,"2022-09-24","Brand",1011.05,152.745,599,17.7626951343863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,10,40,"2022-10-01","Brand",1074.85,161.16,632,18.6795461331741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,10,41,"2022-10-08","Brand",1166.67,176.46,692,18.390526535854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,10,42,"2022-10-15","Brand",1124.9,169.065,663,19.1773159111825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,10,43,"2022-10-22","Brand",1133.41,186.66,732,17.9654499936441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,10,44,"2022-10-29","Brand",1031.3,178.755,701,19.2490371789836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,11,45,"2022-11-05","Brand",1029.44,166.515,653,18.5859675907095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,11,46,"2022-11-12","Brand",907.05,137.445,539,17.2945255771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,11,47,"2022-11-19","Brand",781.96,142.29,558,16.8015979786531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,11,48,"2022-11-26","Brand",757.01,128.265,503,15.8725755021048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,12,49,"2022-12-03","Brand",739.74,116.79,458,15.1107007517891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,12,50,"2022-12-10","Brand",1067.75,163.71,642,14.8947469238568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,12,51,"2022-12-17","Brand",728.13,109.905,431,14.8032186257653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,12,52,"2022-12-24","Brand",807.59,121.38,476,15.7985696416246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2022,12,53,"2022-12-31","Brand",565.55,68.595,269,12.124324885078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,1,1,"2023-01-07","Brand",717,80.07,314,12.0250416934301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,1,2,"2023-01-14","Brand",716.5,79.815,313,12.2695752327971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,1,3,"2023-01-21","Brand",816.84,90.525,355,13.3154880522877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,1,4,"2023-01-28","Brand",705.55,78.28,307,12.6137657422507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,2,5,"2023-02-04","Brand",806.88,89.505,351,13.2991303588445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,2,6,"2023-02-11","Brand",766.5,85.17,334,12.6127000131431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,2,7,"2023-02-18","Brand",826.65,91.545,359,13.8058150270223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,2,8,"2023-02-25","Brand",846.35,93.585,367,13.8752420396224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,3,9,"2023-03-04","Brand",800.6,88.995,349,13.9244970045369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,3,10,"2023-03-11","Brand",795.98,88.995,349,13.893341767456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,3,11,"2023-03-18","Brand",726.71,82.875,325,13.2297253261557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
"uk","convenience","allregion","ketchup","allsubcategory","heinz","allvariant","packtype","small","allpacksize",2023,3,12,"2023-03-25","Brand",1028.2,115.26,452,13.9397552974182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-10-09 16:50:58.299280","UKKetchup"
